EXPID,WIYN_FWHM,WIYN_DT_MIN,WIYN_SOURCE,WIYN_UT
293415,0.81,-13.1,Est. from Guider,2025-05-16T03:15:18Z
293416,0.81,-21.41,Est. from Guider,2025-05-16T03:15:18Z
293634,1.5,-14.74,Est. from Guider,2025-05-17T03:10:26Z
293635,1.5,-22.67,Est. from Guider,2025-05-17T03:10:26Z
293649,2.0,21.41,Est. from Guider,2025-05-17T08:15:27Z
293650,2.0,2.87,Est. from Guider,2025-05-17T08:15:27Z
293651,1.7,-14.87,Est. from Guider,2025-05-17T08:15:41Z
293652,1.7,-26.4,Est. from Guider,2025-05-17T08:15:41Z
293653,0.8,20.43,Est. from Guider,2025-05-17T09:24:23Z
293655,0.8,-5.71,Est. from Guider,2025-05-17T09:24:23Z
293656,0.8,-10.46,Est. from Guider,2025-05-17T09:37:38Z
293657,0.9,9.3,Est. from Guider,2025-05-17T10:18:52Z
293658,0.9,-13.95,Est. from Guider,2025-05-17T10:18:52Z
293659,1.1,1.36,Est. from Guider,2025-05-17T10:50:44Z
293661,0.8,-4.04,Est. from Guider,2025-05-17T11:07:57Z
293662,0.8,-19.07,Est. from Guider,2025-05-17T11:07:57Z
293791,0.7,-15.13,Est. from Guider,2025-05-18T03:17:43Z
293792,0.7,-26.59,Est. from Guider,2025-05-18T03:17:43Z
294758,0.8,17.44,Focus,2025-05-22T07:33:59Z
294759,0.8,-8.06,Focus,2025-05-22T07:33:59Z
294761,1.0,27.64,Focus,2025-05-22T08:51:00Z
294762,1.0,9.23,Focus,2025-05-22T08:51:00Z
294763,1.0,-12.15,Focus,2025-05-22T08:51:00Z
294765,0.8,20.74,Focus - Tip-Tilt,2025-05-22T10:09:20Z
294766,0.8,1.92,Focus - Tip-Tilt,2025-05-22T10:09:20Z
294767,0.7,-20.23,Focus,2025-05-22T10:09:20Z
294768,0.5,4.14,Science Image,2025-05-22T10:51:48Z
294769,0.5,-9.48,Science Image,2025-05-22T10:51:48Z
294770,0.5,-28.62,Science Image,2025-05-22T10:51:48Z
294900,0.55,-3.97,Est. from Guider,2025-05-23T03:21:47Z
294901,0.55,-12.9,Est. from Guider,2025-05-23T03:21:47Z
294902,1.4,18.42,Est. from Guider,2025-05-23T04:01:33Z
294903,1.4,0.19,Est. from Guider,2025-05-23T04:01:33Z
294904,1.0,6.38,Est. from Guider,2025-05-23T04:33:25Z
294905,1.0,5.1,Est. from Guider,2025-05-23T04:54:12Z
294906,0.6,1.52,Est. from Guider,2025-05-23T05:11:29Z
294908,0.6,-2.85,Est. from Guider,2025-05-23T05:34:11Z
294909,0.8,-9.1,Est. from Guider,2025-05-23T05:47:31Z
294910,0.8,-27.58,Est. from Guider,2025-05-23T05:47:31Z
294911,1.2,20.49,Est. from Guider,2025-05-23T06:53:06Z
294912,1.2,3.26,Est. from Guider,2025-05-23T06:53:06Z
294913,1.2,-13.73,Est. from Guider,2025-05-23T06:53:06Z
294914,1.2,-2.29,Est. from Guider,2025-05-23T07:20:37Z
294915,0.85,0.43,Est. from Guider,2025-05-23T07:39:18Z
294916,0.7,7.71,Est. from Guider,2025-05-23T08:02:26Z
294917,0.7,-10.23,Est. from Guider,2025-05-23T08:02:26Z
294918,0.7,18.23,Est. from Guider,2025-05-23T08:56:35Z
294919,0.65,5.17,Est. from Guider,2025-05-23T09:11:31Z
294920,0.7,5.35,Est. from Guider,2025-05-23T09:32:08Z
294921,0.6,-3.48,Est. from Guider,2025-05-23T09:42:47Z
294922,0.5,12.3,Est. from Guider,2025-05-23T10:19:29Z
294923,0.5,-9.37,Est. from Guider,2025-05-23T10:19:29Z
295311,3.0,25.44,Focus,2025-05-25T09:25:43Z
295312,3.0,6.38,Focus,2025-05-25T09:25:43Z
295313,2.6,1.69,Focus,2025-05-25T09:41:38Z
295314,1.64,-10.66,Focus,2025-05-25T09:53:29Z
295315,0.94,10.19,Focus,2025-05-25T10:36:47Z
295316,1.27,1.38,Focus,2025-05-25T10:49:47Z
295317,1.27,-12.29,Focus,2025-05-25T10:49:47Z
295450,1.09,-8.27,Focus,2025-05-26T03:26:42Z
295451,1.09,-19.96,Focus,2025-05-26T03:26:42Z
295452,1.8,15.65,Focus,2025-05-26T04:20:37Z
295454,2.51,22.76,Focus,2025-05-26T05:08:04Z
295456,2.51,0.57,Focus,2025-05-26T05:08:04Z
295458,1.75,-9.23,Focus,2025-05-26T05:20:16Z
295459,1.75,-29.1,Focus,2025-05-26T05:20:16Z
295460,1.0,22.8,Focus,2025-05-26T06:35:37Z
295461,1.0,-4.6,Focus,2025-05-26T06:35:37Z
295462,1.0,-27.86,Focus,2025-05-26T06:35:37Z
295463,0.78,18.2,Focus,2025-05-26T07:40:35Z
295464,0.78,-0.77,Focus,2025-05-26T07:40:35Z
295465,0.78,-18.7,Focus,2025-05-26T07:40:35Z
295468,0.8,22.39,Focus,2025-05-26T09:13:14Z
295469,0.8,9.26,Focus,2025-05-26T09:13:14Z
295470,0.8,-4.23,Focus,2025-05-26T09:13:14Z
295471,0.8,-21.91,Focus,2025-05-26T09:13:14Z
295473,0.75,22.75,Focus,2025-05-26T10:32:30Z
295474,0.75,5.54,Focus,2025-05-26T10:32:30Z
295475,0.75,-13.96,Focus,2025-05-26T10:32:30Z
295476,0.75,-29.07,Focus,2025-05-26T10:32:30Z
295606,1.1,13.43,Focus,2025-05-27T03:56:00Z
295607,1.1,-8.46,Focus,2025-05-27T03:56:00Z
295608,2.0,5.49,Focus,2025-05-27T04:32:59Z
295609,2.0,-10.76,Focus,2025-05-27T04:32:59Z
295610,1.38,9.69,Focus,2025-05-27T05:12:12Z
295612,1.38,-15.51,Focus,2025-05-27T05:12:12Z
295617,1.23,23.46,Focus,2025-05-27T07:24:20Z
295618,1.23,3.77,Focus,2025-05-27T07:24:20Z
295619,1.23,-18.97,Focus,2025-05-27T07:24:20Z
295620,1.01,-0.11,Focus,2025-05-27T08:04:54Z
295621,0.7,19.54,Focus,2025-05-27T08:46:48Z
295622,0.7,-3.5,Focus,2025-05-27T08:46:48Z
295623,1.14,12.48,Focus,2025-05-27T09:25:29Z
295624,0.68,9.83,Focus,2025-05-27T09:48:11Z
295625,0.68,-12.82,Focus,2025-05-27T09:48:11Z
295626,0.68,-28.41,Focus,2025-05-27T09:48:11Z
295759,1.02,-4.81,Focus,2025-05-28T03:26:19Z
295760,1.02,-14.63,Focus,2025-05-28T03:26:19Z
295762,0.97,20.95,Focus,2025-05-28T04:46:58Z
295763,0.97,-3.53,Focus,2025-05-28T04:46:58Z
295764,0.97,-25.19,Focus,2025-05-28T04:46:58Z
295766,1.0,6.63,Focus,2025-05-28T05:44:08Z
295767,0.8,0.74,Focus,2025-05-28T05:57:52Z
295768,0.8,-4.64,Focus,2025-05-28T06:11:59Z
295769,0.8,-24.46,Focus,2025-05-28T06:11:59Z
295774,1.0,9.63,Focus,2025-05-28T08:27:46Z
295775,1.0,-10.53,Focus,2025-05-28T08:27:46Z
295776,1.0,-29.34,Focus,2025-05-28T08:27:46Z
295777,0.7,25.57,Focus,2025-05-28T09:43:58Z
295778,0.7,4.1,Focus,2025-05-28T09:43:58Z
295779,0.7,-15.24,Focus,2025-05-28T09:43:58Z
295780,0.8,16.45,Focus,2025-05-28T10:34:49Z
295781,0.8,-2.59,Focus,2025-05-28T10:34:49Z
295782,0.8,-21.92,Focus,2025-05-28T10:34:49Z
295916,2.5,11.68,Focus,2025-05-29T04:06:42Z
295917,2.66,-2.84,Focus,2025-05-29T04:08:18Z
295918,1.7,-6.0,Focus,2025-05-29T04:17:09Z
295919,1.5,-2.06,Focus,2025-05-29T04:44:15Z
295921,1.11,20.8,Focus,2025-05-29T06:05:53Z
295925,1.11,-28.79,Focus,2025-05-29T06:05:53Z
295933,1.08,14.93,Focus,2025-05-29T09:12:40Z
295934,1.08,4.43,Focus,2025-05-29T09:12:40Z
295935,1.08,-12.52,Focus,2025-05-29T09:12:40Z
295936,1.13,-7.56,Focus,2025-05-29T09:38:41Z
295937,1.3,22.35,Focus,2025-05-29T10:29:33Z
295938,1.3,-0.73,Focus,2025-05-29T10:29:33Z
295939,1.3,-25.8,Focus,2025-05-29T10:29:33Z
296070,0.85,12.11,Focus,2025-05-30T03:50:03Z
296071,0.85,1.71,Focus,2025-05-30T03:50:03Z
296072,0.85,-14.48,Focus,2025-05-30T03:50:03Z
296073,0.9,13.5,Focus,2025-05-30T04:38:53Z
296074,0.9,-4.36,Focus,2025-05-30T04:38:53Z
296075,0.9,19.93,Focus,2025-05-30T05:20:11Z
296077,0.9,-3.61,Focus,2025-05-30T05:20:11Z
296078,1.1,8.28,Focus,2025-05-30T05:52:17Z
296079,1.1,-12.27,Focus,2025-05-30T05:52:17Z
296081,0.9,21.32,Focus,2025-05-30T07:01:16Z
296082,0.9,3.58,Focus,2025-05-30T07:01:16Z
296083,0.9,-14.67,Focus,2025-05-30T07:01:16Z
296085,0.8,19.37,Focus,2025-05-30T08:11:45Z
296086,0.8,0.98,Focus,2025-05-30T08:11:45Z
296087,0.8,-14.35,Focus,2025-05-30T08:11:45Z
296088,1.0,20.65,Focus,2025-05-30T09:05:50Z
296090,0.6,0.66,Focus,2025-05-30T09:34:08Z
296091,0.7,-0.74,Focus,2025-05-30T09:52:03Z
296092,0.7,-13.82,Focus,2025-05-30T09:58:35Z
296093,0.9,15.09,Focus,2025-05-30T10:42:26Z
296229,1.6,18.51,Focus,2025-05-31T05:50:17Z
296230,1.6,-2.14,Focus,2025-05-31T05:50:17Z
296231,1.6,-28.37,Focus,2025-05-31T05:50:17Z
296232,1.1,8.13,Focus,2025-05-31T06:52:15Z
296233,1.1,-15.9,Focus,2025-05-31T06:52:15Z
296235,1.75,13.27,Focus,2025-05-31T08:14:59Z
296236,1.75,-8.84,Focus,2025-05-31T08:14:59Z
296237,1.5,22.14,Focus,2025-05-31T09:03:08Z
296238,1.5,3.79,Focus,2025-05-31T09:03:08Z
296239,1.5,-15.41,Focus,2025-05-31T09:03:08Z
296240,1.3,2.69,Focus,2025-05-31T09:45:11Z
296377,1.2,-7.97,Focus,2025-06-01T03:56:53Z
296378,1.1,1.11,Focus,2025-06-01T04:23:41Z
296379,1.1,-12.72,Focus,2025-06-01T04:23:41Z
296382,1.2,-0.36,Focus,2025-06-01T05:36:18Z
296383,1.0,8.46,Focus,2025-06-01T06:11:46Z
296384,1.0,-8.12,Focus,2025-06-01T06:20:24Z
296385,0.9,-4.03,Focus,2025-06-01T06:40:57Z
296628,1.15,29.45,Focus,2025-06-03T10:32:02Z
296629,1.15,14.49,Focus,2025-06-03T10:32:02Z
296630,1.15,-4.54,Focus,2025-06-03T10:32:02Z
296631,1.1,-4.88,Focus,2025-06-03T10:50:25Z
296738,1.2,27.92,Focus,2025-06-04T06:00:23Z
296739,1.2,9.46,Focus,2025-06-04T06:00:23Z
296740,1.1,-0.27,Focus,2025-06-04T06:15:55Z
296741,1.1,-23.46,Focus,2025-06-04T06:15:55Z
296743,1.2,20.77,Focus,2025-06-04T07:38:41Z
296744,0.95,1.88,Focus,2025-06-04T07:46:28Z
296745,0.95,-21.63,Focus,2025-06-04T07:46:28Z
296749,1.2,11.34,Focus,2025-06-04T09:40:36Z
296750,1.2,-10.24,Focus,2025-06-04T09:40:36Z
296940,0.85,-5.56,Focus,2025-06-05T03:45:12Z
296941,1.15,7.41,Focus,2025-06-05T04:18:06Z
296947,0.85,8.92,Focus,2025-06-05T05:40:45Z
296948,0.95,0.71,Focus,2025-06-05T05:54:31Z
296949,0.95,-19.76,Focus,2025-06-05T05:54:31Z
296950,0.95,9.81,Focus,2025-06-05T06:44:27Z
296961,0.8,-0.79,Focus,2025-06-05T07:57:58Z
296962,0.9,-3.54,Focus,2025-06-05T08:23:18Z
296963,0.8,14.1,Focus,2025-06-05T09:06:42Z
296964,0.8,-10.88,Focus,2025-06-05T09:06:42Z
296965,1.0,-5.49,Focus,2025-06-05T09:34:10Z
296966,0.95,-10.85,Focus,2025-06-05T09:47:46Z
296967,0.8,-0.97,Focus,2025-06-05T10:18:00Z
296968,0.78,5.72,Focus,2025-06-05T10:47:39Z
296969,0.78,-10.81,Focus,2025-06-05T10:47:39Z
296970,0.78,-23.66,Focus,2025-06-05T10:47:39Z
297107,0.8,-16.61,Science Image,2025-06-06T05:04:03Z
297110,0.7,26.35,Science Image,2025-06-06T06:34:47Z
297111,0.7,11.45,Science Image,2025-06-06T06:34:47Z
297112,0.7,-4.09,Science Image,2025-06-06T06:34:47Z
297113,0.7,-22.65,Science Image,2025-06-06T06:34:47Z
297114,1.05,14.29,Science Image,2025-06-06T07:29:46Z
297115,1.05,-5.6,Science Image,2025-06-06T07:29:46Z
297123,1.0,17.84,Science Image,2025-06-06T08:54:26Z
297124,1.0,-0.74,Science Image,2025-06-06T08:54:26Z
297125,0.58,7.86,Science Image,2025-06-06T09:26:01Z
297126,0.59,12.07,Science Image,2025-06-06T09:53:28Z
297127,0.65,4.65,Science Image,2025-06-06T10:06:34Z
297128,0.63,5.56,Science Image,2025-06-06T10:31:25Z
297129,0.63,-22.63,Science Image,2025-06-06T10:31:25Z
297266,0.8,2.32,Science Image,2025-06-07T04:55:55Z
297267,0.8,12.14,Science Image,2025-06-07T05:24:05Z
297268,0.8,-6.28,Science Image,2025-06-07T05:24:05Z
297269,0.8,-28.32,Science Image,2025-06-07T05:24:05Z
297271,0.7,22.76,Science Image,2025-06-07T06:53:28Z
297272,0.7,4.6,Science Image,2025-06-07T06:53:28Z
297273,0.7,-14.27,Science Image,2025-06-07T06:53:28Z
297274,0.6,-3.43,Science Image,2025-06-07T07:23:23Z
297275,0.5,-3.83,Science Image,2025-06-07T07:42:31Z
297282,0.55,-3.22,Science Image,2025-06-07T08:55:31Z
297283,0.6,2.74,Science Image,2025-06-07T09:22:51Z
297284,0.6,-23.88,Science Image,2025-06-07T09:22:51Z
297285,0.8,-5.31,Science Image,2025-06-07T10:10:57Z
297286,1.0,0.12,Science Image,2025-06-07T10:43:13Z
297287,1.0,-15.45,Science Image,2025-06-07T10:43:13Z
297288,1.0,-24.97,Science Image,2025-06-07T10:43:13Z
297423,0.8,-13.61,Science Image,2025-06-08T04:33:42Z
297424,0.75,17.36,Science Image,2025-06-08T05:23:41Z
297427,0.9,7.62,Science Image,2025-06-08T06:00:32Z
297428,0.9,-16.17,Science Image,2025-06-08T06:00:32Z
297431,0.8,-10.16,Science Image,2025-06-08T06:55:30Z
297432,0.8,-0.03,Science Image,2025-06-08T07:24:19Z
297433,0.8,-20.11,Science Image,2025-06-08T07:24:19Z
297434,0.7,6.95,Science Image,2025-06-08T08:13:30Z
297445,0.7,-29.17,Science Image,2025-06-08T09:20:47Z
297447,0.8,19.38,Science Image,2025-06-08T10:40:51Z
297448,0.8,-2.64,Science Image,2025-06-08T10:40:51Z
297449,0.8,-17.55,Science Image,2025-06-08T10:40:51Z
297579,0.6,-3.83,Science Image,2025-06-09T03:35:18Z
297580,0.7,1.79,Science Image,2025-06-09T03:58:00Z
297590,0.7,1.34,Science Image,2025-06-09T06:47:50Z
297606,0.9,-4.89,Science Image,2025-06-09T10:20:33Z
297748,0.9,-10.55,Science Image,2025-06-10T05:24:55Z
297749,0.9,-3.86,Science Image,2025-06-10T05:54:57Z
297771,1.0,-14.56,Science Image,2025-06-10T10:14:19Z
297924,0.6,-10.3,Science Image,2025-06-11T08:34:11Z
297925,0.6,20.69,Science Image,2025-06-11T09:29:44Z
297926,0.6,3.3,Science Image,2025-06-11T09:29:44Z
297934,0.7,-17.94,Science Image,2025-06-11T10:39:55Z
298086,0.95,-21.28,Est. from Guider,2025-06-12T03:37:40Z
298088,1.1,27.03,Est. from Guider,2025-06-12T05:03:14Z
298089,1.1,7.09,Est. from Guider,2025-06-12T05:03:14Z
298090,1.3,-1.74,Est. from Guider,2025-06-12T05:22:19Z
298095,0.82,19.14,Est. from Guider,2025-06-12T07:20:33Z
298103,0.72,-3.81,Est. from Guider,2025-06-12T08:12:55Z
298104,0.58,18.2,Est. from Guider,2025-06-12T08:56:47Z
298105,0.58,-7.88,Est. from Guider,2025-06-12T08:56:47Z
298106,0.87,15.41,Est. from Guider,2025-06-12T09:45:16Z
298107,0.87,-5.41,Est. from Guider,2025-06-12T09:45:16Z
298110,0.94,11.27,Est. from Guider,2025-06-12T10:41:13Z
298111,0.94,-10.18,Est. from Guider,2025-06-12T10:41:13Z
299862,1.0,-29.54,Focus,2025-06-29T03:40:34Z
299863,1.3,24.55,Focus,2025-06-29T04:52:42Z
299864,1.3,3.12,Focus,2025-06-29T04:52:42Z
299865,1.3,-23.54,Focus,2025-06-29T04:52:42Z
299866,0.6,28.05,Focus,2025-06-29T06:20:26Z
299867,0.6,10.36,Focus,2025-06-29T06:20:26Z
299868,0.6,-5.46,Focus,2025-06-29T06:20:26Z
299869,0.52,-8.28,Focus,2025-06-29T06:33:02Z
299870,0.52,-24.29,Focus,2025-06-29T06:33:02Z
299872,1.0,16.26,Focus,2025-06-29T07:46:51Z
299873,1.0,-0.4,Focus,2025-06-29T07:46:51Z
299874,1.0,-18.09,Focus,2025-06-29T07:46:51Z
300017,0.6,-22.15,Est. from Guider,2025-06-30T03:55:33Z
300018,1.15,20.1,Est. from Guider,2025-06-30T04:54:04Z
300019,1.15,-0.29,Est. from Guider,2025-06-30T04:54:04Z
300020,0.9,26.13,Est. from Guider,2025-06-30T05:46:47Z
300021,0.9,-1.54,Est. from Guider,2025-06-30T05:46:47Z
300022,0.9,-20.8,Est. from Guider,2025-06-30T05:46:47Z
300023,0.93,12.73,Est. from Guider,2025-06-30T06:40:55Z
300024,0.93,-8.65,Est. from Guider,2025-06-30T06:40:55Z
300025,0.98,9.01,Est. from Guider,2025-06-30T07:19:32Z
300026,0.98,-11.72,Est. from Guider,2025-06-30T07:19:32Z
300027,1.54,12.61,Est. from Guider,2025-06-30T08:08:21Z
300036,1.09,13.18,Est. from Guider,2025-06-30T10:27:40Z
300037,1.09,-1.01,Est. from Guider,2025-06-30T10:27:40Z
300038,0.82,-2.22,Est. from Guider,2025-06-30T10:43:26Z
300039,0.82,-18.48,Est. from Guider,2025-06-30T10:43:26Z
300794,0.7,-26.7,Science Image,2025-07-06T06:20:02Z
300795,1.0,13.1,Science Image,2025-07-06T07:21:31Z
300796,1.0,-9.31,Science Image,2025-07-06T07:21:31Z
300797,0.9,-3.19,Science Image,2025-07-06T07:51:21Z
300798,1.0,-7.58,Science Image,2025-07-06T08:15:11Z
300799,0.8,0.48,Science Image,2025-07-06T08:54:03Z
300800,0.9,-4.5,Science Image,2025-07-06T09:22:06Z
300801,0.7,19.48,Science Image,2025-07-06T10:09:31Z
300802,0.7,0.27,Science Image,2025-07-06T10:09:31Z
300803,0.9,-14.8,Science Image,2025-07-06T10:20:09Z
300938,0.75,-10.09,Science Image,2025-07-07T03:44:04Z
300939,1.0,4.0,Science Image,2025-07-07T04:11:02Z
300940,1.0,-8.36,Science Image,2025-07-07T04:11:02Z
300941,0.8,3.37,Science Image,2025-07-07T04:35:19Z
300942,0.9,-3.92,Science Image,2025-07-07T04:46:36Z
300943,0.8,8.54,Science Image,2025-07-07T05:20:46Z
300944,0.8,5.74,Science Image,2025-07-07T05:35:21Z
300945,0.8,-9.0,Science Image,2025-07-07T05:35:21Z
300946,0.7,10.76,Science Image,2025-07-07T06:10:03Z
300947,0.7,-4.67,Science Image,2025-07-07T06:10:03Z
300948,0.75,12.68,Science Image,2025-07-07T06:43:38Z
300949,0.75,-6.53,Science Image,2025-07-07T06:43:38Z
300950,0.7,19.75,Science Image,2025-07-07T07:31:00Z
300951,0.7,-1.53,Science Image,2025-07-07T07:31:00Z
300960,0.8,0.93,Science Image,2025-07-07T09:38:08Z
300961,0.55,-12.23,Science Image,2025-07-07T09:44:51Z
301095,1.05,1.09,Science Image,2025-07-08T06:17:28Z
301096,1.05,-21.27,Science Image,2025-07-08T06:17:28Z
301238,0.7,7.63,Science Image,2025-07-09T08:45:26Z
301240,0.9,-2.77,Science Image,2025-07-09T10:34:36Z
301241,0.9,-23.08,Science Image,2025-07-09T10:34:36Z
301376,0.74,-14.58,Science Image,2025-07-10T04:00:28Z
301378,1.02,19.31,Science Image,2025-07-10T05:16:47Z
301379,1.02,-5.43,Science Image,2025-07-10T05:16:47Z
301532,1.0,-18.01,Science Image,2025-07-11T03:37:30Z
301533,1.06,0.25,Science Image,2025-07-11T04:13:45Z
302350,0.8,-5.84,Est. from Guider,2025-07-18T08:04:06Z
302351,0.9,4.06,Est. from Guider,2025-07-18T08:38:05Z
302352,0.97,-13.21,Est. from Guider,2025-07-18T08:49:26Z
302353,0.8,-6.15,Est. from Guider,2025-07-18T09:19:28Z
302354,0.76,8.71,Est. from Guider,2025-07-18T09:54:04Z
302355,0.9,4.62,Est. from Guider,2025-07-18T10:12:41Z
302356,0.81,-3.49,Est. from Guider,2025-07-18T10:26:59Z
302357,0.95,7.27,Est. from Guider,2025-07-18T11:00:16Z
302358,0.85,1.51,Est. from Guider,2025-07-18T11:13:42Z
307509,0.53,19.19,Science Image,2025-08-21T09:00:20Z
307510,0.53,-1.69,Science Image,2025-08-21T09:00:20Z
307991,0.6,12.91,Focus,2025-08-24T07:42:27Z
307992,0.7,2.53,Focus,2025-08-24T07:51:04Z
307993,0.7,-15.6,Focus,2025-08-24T07:51:04Z
307995,0.9,29.8,Focus,2025-08-24T09:19:45Z
307996,0.9,10.8,Focus,2025-08-24T09:19:45Z
307997,0.9,-4.05,Focus,2025-08-24T09:19:45Z
307998,1.4,14.81,Focus,2025-08-24T09:51:24Z
307999,1.6,-1.53,Focus,2025-08-24T10:00:40Z
308000,1.6,-14.57,Focus,2025-08-24T10:00:40Z
308004,0.8,27.3,Focus,2025-08-24T11:35:36Z
308005,0.8,5.68,Focus,2025-08-24T11:35:36Z
308006,0.8,-14.01,Focus,2025-08-24T11:35:36Z
308442,1.2,11.65,Focus,2025-08-27T08:19:13Z
308443,1.2,-8.87,Focus,2025-08-27T08:19:13Z
308444,1.0,5.62,Focus,2025-08-27T08:55:44Z
308445,0.9,12.59,Focus,2025-08-27T09:22:32Z
308446,0.9,-4.77,Focus,2025-08-27T09:22:32Z
308452,1.1,-28.79,Focus,2025-08-27T09:40:26Z
308601,0.8,-6.72,Focus,2025-08-28T09:46:42Z
308602,0.7,-9.64,Focus,2025-08-28T10:03:53Z
308603,0.9,-1.87,Focus,2025-08-28T10:30:49Z
308604,0.8,-0.04,Focus,2025-08-28T10:53:29Z
308605,0.7,-10.74,Focus,2025-08-28T11:05:25Z
308606,0.7,-0.87,Focus,2025-08-28T11:35:47Z
308886,0.9,-2.7,Est. from Guider,2025-08-30T02:53:10Z
308887,0.9,-16.63,Est. from Guider,2025-08-30T02:53:10Z
308900,0.65,3.4,Est. from Guider,2025-08-30T07:55:48Z
308901,0.65,-20.11,Est. from Guider,2025-08-30T07:55:48Z
309049,1.3,-6.93,Est. from Guider,2025-08-31T02:51:09Z
309065,0.6,25.37,Est. from Guider,2025-08-31T07:56:18Z
309066,0.6,-3.17,Est. from Guider,2025-08-31T07:56:18Z
309067,0.6,-25.29,Est. from Guider,2025-08-31T07:56:18Z
309077,0.7,14.53,Est. from Guider,2025-08-31T11:45:16Z
309078,0.7,-2.53,Est. from Guider,2025-08-31T11:45:16Z
309079,0.7,-18.34,Est. from Guider,2025-08-31T11:45:16Z
310097,0.8,6.29,Science Image,2025-09-09T03:02:09Z
310098,0.9,-3.04,Science Image,2025-09-09T03:09:28Z
310099,0.75,21.75,Science Image,2025-09-09T03:53:53Z
310100,0.75,-0.88,Science Image,2025-09-09T03:53:53Z
310108,0.9,15.86,Science Image,2025-09-09T06:45:49Z
310109,0.9,-7.6,Science Image,2025-09-09T06:45:49Z
310110,1.0,11.35,Science Image,2025-09-09T07:27:00Z
310111,0.8,-2.06,Science Image,2025-09-09T07:35:57Z
310112,0.65,21.71,Science Image,2025-09-09T08:20:56Z
310113,0.65,1.48,Science Image,2025-09-09T08:20:56Z
310114,0.65,-21.6,Science Image,2025-09-09T08:20:56Z
310115,0.65,24.19,Science Image,2025-09-09T09:38:35Z
310117,0.65,-6.97,Science Image,2025-09-09T09:38:35Z
310135,0.55,-21.83,Science Image,2025-09-09T11:39:40Z
310326,2.0,-2.78,Science Image,2025-09-10T04:52:27Z
310327,2.0,-26.57,Science Image,2025-09-10T04:52:27Z
310342,1.1,-0.26,Science Image,2025-09-10T08:25:45Z
310343,1.1,-21.81,Science Image,2025-09-10T08:25:45Z
310344,0.9,2.62,Science Image,2025-09-10T09:16:27Z
310350,0.8,13.04,Science Image,2025-09-10T11:02:26Z
310351,0.8,-10.58,Science Image,2025-09-10T11:02:26Z
310352,0.7,-9.2,Science Image,2025-09-10T11:24:16Z
311032,0.86,-16.22,Focus,2025-09-14T02:29:02Z
311033,0.86,-28.46,Focus,2025-09-14T02:29:02Z
311039,0.75,7.47,Science Image,2025-09-14T05:05:12Z
311040,0.75,-20.91,Science Image,2025-09-14T05:05:12Z
311048,0.65,15.72,Science Image,2025-09-14T08:51:00Z
311049,0.65,-5.96,Science Image,2025-09-14T08:51:00Z
312109,0.9,14.88,Est. from Guider,2025-09-21T08:13:59Z
312110,0.9,-7.23,Est. from Guider,2025-09-21T08:13:59Z
312111,0.67,2.77,Est. from Guider,2025-09-21T08:44:43Z
312112,0.8,-10.73,Est. from Guider,2025-09-21T08:54:00Z
312113,0.68,19.23,Est. from Guider,2025-09-21T09:47:27Z
312114,0.68,-3.21,Est. from Guider,2025-09-21T09:47:27Z
312115,0.75,13.57,Est. from Guider,2025-09-21T10:25:31Z
312116,0.75,-6.16,Est. from Guider,2025-09-21T10:25:31Z
312117,0.77,20.78,Est. from Guider,2025-09-21T11:11:34Z
312118,0.77,1.37,Est. from Guider,2025-09-21T11:11:34Z
312119,0.77,-17.79,Est. from Guider,2025-09-21T11:11:34Z
312260,0.62,-1.17,Est. from Guider,2025-09-22T05:51:22Z
312261,0.62,-22.53,Est. from Guider,2025-09-22T05:51:22Z
312262,0.7,11.39,Est. from Guider,2025-09-22T06:41:55Z
312263,0.65,0.13,Est. from Guider,2025-09-22T06:48:55Z
312264,0.65,-19.9,Est. from Guider,2025-09-22T06:48:55Z
312773,0.85,8.05,Science Image,2025-09-25T02:33:55Z
312774,0.85,-8.79,Science Image,2025-09-25T02:33:55Z
312775,0.7,-3.12,Science Image,2025-09-25T03:04:01Z
312776,0.7,-28.56,Science Image,2025-09-25T03:04:01Z
312781,0.42,15.17,Science Image,2025-09-25T05:50:53Z
312782,0.42,-9.08,Science Image,2025-09-25T05:50:53Z
312783,0.5,5.37,Science Image,2025-09-25T06:29:17Z
312784,0.5,1.65,Science Image,2025-09-25T06:48:10Z
312785,0.7,1.26,Science Image,2025-09-25T07:09:52Z
312786,0.7,-21.34,Science Image,2025-09-25T07:09:52Z
313346,1.25,15.75,Est. from Guider,2025-09-28T03:28:46Z
313507,0.75,-10.2,Est. from Guider,2025-09-29T02:12:51Z
313508,0.75,-28.92,Est. from Guider,2025-09-29T02:12:51Z
313517,1.25,-23.94,Est. from Guider,2025-09-29T06:07:22Z
313523,0.9,12.51,Est. from Guider,2025-09-29T08:58:44Z
313524,0.9,-7.79,Est. from Guider,2025-09-29T08:58:44Z
313525,0.9,-27.36,Est. from Guider,2025-09-29T08:58:44Z
313531,0.77,17.02,Est. from Guider,2025-09-29T12:05:26Z
313532,0.77,-2.76,Est. from Guider,2025-09-29T12:05:26Z
313533,0.77,-13.38,Est. from Guider,2025-09-29T12:05:26Z
313534,0.77,-23.99,Est. from Guider,2025-09-29T12:05:26Z
313714,1.2,12.77,Est. from Guider,2025-09-30T08:29:55Z
313715,1.3,-3.82,Est. from Guider,2025-09-30T08:30:04Z
313716,1.3,-20.5,Est. from Guider,2025-09-30T08:30:04Z
